Serial No.,Month,WeekOfMonth,DayOfWeek,Make,AccidentArea,DayOfWeekClaimed,MonthClaimed,WeekOfMonthClaimed,Sex,MaritalStatus,Age,Fault,PolicyType,VehicleCategory,VehiclePrice,PolicyNumber,RepNumber,Deductible,DriverRating,Days:Policy-Accident,Days:Policy-Claim,PastNumberOfClaims,AgeOfVehicle,AgeOfPolicyHolder,PoliceReportFiled,WitnessPresent,AgentType,NumberOfSuppliments,AddressChange-Claim,NumberOfCars,Year,BasePolicy,FraudFound
12269,Oct,3,Tuesday,Pontiac,Urban,Monday,Oct,4,Male,Single,27,Third Party,Sedan - All Perils,Sedan,"30,000 to 39,000",12269,7,400,3,more than 30,more than 30,1,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1996,All Perils,No
12270,Jul,4,Tuesday,Honda,Rural,Wednesday,Jul,4,Male,Married,31,Policy Holder,Sedan - Collision,Sedan,"30,000 to 39,000",12270,5,400,1,more than 30,more than 30,more than 4,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Collision,No
12271,Jun,5,Thursday,Pontiac,Urban,Monday,Jul,1,Male,Married,33,Third Party,Sedan - All Perils,Sedan,"20,000 to 29,000",12271,12,400,4,more than 30,more than 30,none,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,All Perils,No
12272,Jun,1,Wednesday,Pontiac,Urban,Wednesday,Jun,4,Male,Single,33,Third Party,Sedan - Collision,Sedan,"20,000 to 29,000",12272,15,400,1,more than 30,more than 30,none,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1996,Collision,No
12273,May,4,Thursday,Pontiac,Urban,Monday,Jun,2,Male,Married,47,Third Party,Sedan - Collision,Sedan,"20,000 to 29,000",12273,13,400,3,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1996,Collision,No
12274,Apr,4,Thursday,Honda,Urban,Friday,Apr,4,Male,Single,31,Policy Holder,Sedan - Liability,Sport,"30,000 to 39,000",12274,6,400,4,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1996,Liability,No
12275,Apr,4,Thursday,VW,Urban,Friday,Apr,4,Female,Married,52,Policy Holder,Sedan - Liability,Sport,"40,000 to 59,000",12275,8,400,1,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,1996,Liability,No
12276,Apr,1,Friday,Honda,Rural,Monday,Apr,1,Female,Married,33,Third Party,Sedan - Collision,Sedan,"20,000 to 29,000",12276,16,400,3,more than 30,more than 30,1,5 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Collision,No
12277,Jul,3,Saturday,Pontiac,Urban,Tuesday,Jul,3,Female,Married,42,Third Party,Sedan - Collision,Sedan,"20,000 to 29,000",12277,13,400,2,more than 30,more than 30,none,5 years,36 to 40,No,No,External,none,no change,1 vehicle,1996,Collision,No
12278,Jul,1,Sunday,Chevrolet,Rural,Wednesday,Jul,1,Male,Married,23,Policy Holder,Sedan - Collision,Sedan,"20,000 to 29,000",12278,3,400,4,more than 30,more than 30,2 to 4,5 years,26 to 30,No,No,External,none,no change,1 vehicle,1996,Collision,No
12279,May,3,Wednesday,Toyota,Urban,Wednesday,May,4,Male,Married,27,Policy Holder,Sedan - Collision,Sedan,"20,000 to 29,000",12279,2,400,3,more than 30,more than 30,none,7 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1996,Collision,Yes
12280,Apr,4,Monday,Pontiac,Urban,Thursday,May,1,Female,Single,38,Policy Holder,Sedan - Liability,Sport,"20,000 to 29,000",12280,7,400,1,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1996,Liability,No
12281,Apr,3,Friday,Pontiac,Urban,Monday,Apr,3,Male,Single,42,Third Party,Sedan - All Perils,Sedan,"20,000 to 29,000",12281,10,400,1,more than 30,more than 30,none,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1996,All Perils,No
12282,Jul,2,Monday,Pontiac,Urban,Tuesday,Feb,4,Male,Married,63,Policy Holder,Sedan - All Perils,Sedan,"20,000 to 29,000",12282,12,400,4,more than 30,more than 30,2 to 4,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,1996,All Perils,No
12283,Apr,3,Wednesday,Chevrolet,Urban,Monday,Feb,2,Male,Married,31,Policy Holder,Utility - All Perils,Utility,"more than 69,000",12283,1,400,3,more than 30,more than 30,more than 4,5 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1996,All Perils,No
12284,Dec,1,Friday,Honda,Urban,Friday,Dec,1,Female,Married,40,Policy Holder,Sedan - All Perils,Sedan,"less than 20,000",12284,11,400,3,more than 30,more than 30,none,7 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1996,All Perils,No
12285,Jan,3,Thursday,Honda,Urban,Monday,Jan,4,Female,Married,48,Policy Holder,Sedan - All Perils,Sedan,"less than 20,000",12285,8,400,1,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1996,All Perils,No
12286,Jan,4,Sunday,BMW,Urban,Tuesday,Jan,4,Male,Married,63,Policy Holder,Sedan - Collision,Sedan,"20,000 to 29,000",12286,12,400,1,more than 30,more than 30,2 to 4,more than 7,51 to 65,No,No,External,1 to 2,1 year,2 vehicles,1996,Collision,No
12287,Jan,4,Monday,Mazda,Urban,Monday,May,2,Male,Married,42,Policy Holder,Sedan - Liability,Sport,"20,000 to 29,000",12287,12,400,2,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1996,Liability,No
12288,Feb,1,Friday,Mazda,Urban,Wednesday,Feb,2,Male,Married,48,Third Party,Sedan - Collision,Sedan,"20,000 to 29,000",12288,12,400,4,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,1996,Collision,No
12289,Feb,2,Wednesday,Toyota,Urban,Wednesday,Feb,2,Female,Married,28,Policy Holder,Sedan - All Perils,Sedan,"20,000 to 29,000",12289,15,400,1,more than 30,more than 30,none,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1996,All Perils,No
12290,Feb,3,Tuesday,Pontiac,Urban,Monday,Feb,4,Male,Married,44,Third Party,Sedan - All Perils,Sedan,"less than 20,000",12290,15,400,1,more than 30,more than 30,none,more than 7,36 to 40,No,No,External,3 to 5,no change,1 vehicle,1996,All Perils,No
12291,Feb,3,Monday,Mazda,Urban,Friday,Mar,1,Female,Single,27,Policy Holder,Sedan - Collision,Sedan,"20,000 to 29,000",12291,2,400,2,more than 30,more than 30,1,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Collision,No
12292,Feb,4,Wednesday,Pontiac,Urban,Monday,Feb,5,Female,Single,48,Policy Holder,Sedan - Liability,Sport,"20,000 to 29,000",12292,15,500,4,more than 30,more than 30,2 to 4,7 years,41 to 50,No,No,External,none,2 to 3 years,1 vehicle,1996,Liability,No
12293,May,3,Wednesday,Pontiac,Urban,Tuesday,May,4,Male,Married,44,Policy Holder,Sedan - Collision,Sedan,"20,000 to 29,000",12293,6,400,3,more than 30,more than 30,2 to 4,6 years,36 to 40,No,No,External,3 to 5,no change,1 vehicle,1996,Collision,Yes
12294,Feb,5,Monday,Ford,Urban,Friday,Mar,1,Male,Married,41,Policy Holder,Sedan - All Perils,Sedan,"20,000 to 29,000",12294,1,400,3,more than 30,more than 30,none,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1996,All Perils,No
12295,Mar,3,Thursday,Pontiac,Urban,Thursday,Mar,4,Male,Married,61,Policy Holder,Sedan - Liability,Sport,"30,000 to 39,000",12295,15,400,3,more than 30,more than 30,more than 4,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,1996,Liability,No
12296,Mar,4,Thursday,Mazda,Urban,Monday,Mar,5,Male,Married,61,Third Party,Sedan - Collision,Sedan,"20,000 to 29,000",12296,5,400,1,more than 30,more than 30,2 to 4,7 years,51 to 65,No,No,External,more than 5,no change,1 vehicle,1996,Collision,No
12297,Mar,5,Wednesday,Pontiac,Rural,Friday,Apr,3,Female,Married,43,Policy Holder,Sedan - All Perils,Sedan,"less than 20,000",12297,15,400,4,more than 30,more than 30,none,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1996,All Perils,No
12298,Mar,5,Thursday,Toyota,Urban,Wednesday,Apr,3,Male,Single,22,Policy Holder,Sedan - Collision,Sedan,"30,000 to 39,000",12298,1,400,2,more than 30,more than 30,more than 4,5 years,26 to 30,No,No,External,none,no change,1 vehicle,1996,Collision,No
12299,Apr,2,Friday,Pontiac,Urban,Monday,Apr,2,Male,Married,54,Policy Holder,Sedan - All Perils,Sedan,"20,000 to 29,000",12299,3,400,1,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,1 to 2,no change,1 vehicle,1996,All Perils,No
12300,Apr,2,Tuesday,Honda,Urban,Tuesday,Apr,2,Male,Married,47,Policy Holder,Sedan - Liability,Sport,"20,000 to 29,000",12300,1,400,2,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,1 to 2,no change,1 vehicle,1996,Liability,No
12301,Apr,3,Monday,Accura,Urban,Wednesday,Apr,4,Female,Married,42,Policy Holder,Sedan - All Perils,Sedan,"30,000 to 39,000",12301,10,400,3,more than 30,more than 30,1,more than 7,36 to 40,No,No,External,none,no change,3 to 4,1996,All Perils,No
12302,Apr,4,Sunday,Toyota,Urban,Thursday,May,2,Female,Married,46,Policy Holder,Sedan - Liability,Sport,"20,000 to 29,000",12302,14,400,2,more than 30,more than 30,more than 4,7 years,41 to 50,No,No,External,none,no change,1 vehicle,1996,Liability,No
12303,Apr,5,Saturday,Honda,Urban,Thursday,May,1,Male,Married,55,Policy Holder,Sedan - Collision,Sedan,"20,000 to 29,000",12303,16,400,2,more than 30,more than 30,2 to 4,7 years,41 to 50,No,No,External,more than 5,no change,1 vehicle,1996,Collision,No
12304,May,1,Friday,Pontiac,Rural,Monday,May,2,Male,Married,32,Policy Holder,Sedan - Liability,Sport,"20,000 to 29,000",12304,12,400,3,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1996,Liability,No
12305,May,3,Saturday,Honda,Urban,Friday,May,3,Male,Married,50,Policy Holder,Sedan - Collision,Sedan,"20,000 to 29,000",12305,16,400,1,more than 30,more than 30,2 to 4,7 years,41 to 50,No,No,External,3 to 5,no change,1 vehicle,1996,Collision,No
12306,May,3,Sunday,Mazda,Urban,Tuesday,Jun,2,Male,Married,36,Policy Holder,Sedan - Liability,Sport,"more than 69,000",12306,16,400,1,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,3 to 5,no change,1 vehicle,1996,Liability,No
12307,May,5,Monday,Honda,Rural,Tuesday,May,5,Male,Married,31,Policy Holder,Sedan - Collision,Sedan,"20,000 to 29,000",12307,3,400,4,15 to 30,15 to 30,none,7 years,31 to 35,No,No,External,none,4 to 8 years,2 vehicles,1996,Collision,No
12308,Jun,2,Friday,Chevrolet,Urban,Wednesday,Jun,3,Male,Married,33,Policy Holder,Sedan - Collision,Sedan,"more than 69,000",12308,3,400,1,more than 30,more than 30,more than 4,4 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1996,Collision,No
12309,Jun,4,Tuesday,Pontiac,Urban,Tuesday,Jun,4,Male,Single,30,Policy Holder,Sedan - Liability,Sport,"20,000 to 29,000",12309,13,400,4,more than 30,more than 30,1,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Liability,No
12310,Sep,1,Tuesday,Pontiac,Urban,Friday,Sep,2,Male,Married,52,Third Party,Sedan - All Perils,Sedan,"less than 20,000",12310,11,400,2,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,1996,All Perils,No
12311,Sep,2,Wednesday,Mazda,Urban,Wednesday,Sep,2,Female,Married,36,Third Party,Sedan - Collision,Sedan,"20,000 to 29,000",12311,1,400,1,more than 30,more than 30,none,5 years,36 to 40,No,No,External,none,no change,1 vehicle,1996,Collision,No
12312,Sep,4,Saturday,Pontiac,Rural,Monday,Oct,1,Male,Married,30,Policy Holder,Sedan - All Perils,Sedan,"20,000 to 29,000",12312,7,400,3,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1996,All Perils,No
12313,May,3,Thursday,Pontiac,Urban,Monday,May,4,Male,Married,50,Third Party,Sedan - All Perils,Sedan,"20,000 to 29,000",12313,12,400,4,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1996,All Perils,No
12314,Oct,1,Tuesday,Mazda,Rural,Tuesday,Oct,1,Male,Single,27,Policy Holder,Sedan - Collision,Sedan,"more than 69,000",12314,16,400,2,more than 30,more than 30,1,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Collision,No
12315,Oct,3,Saturday,Pontiac,Urban,Tuesday,Oct,4,Male,Married,46,Policy Holder,Sedan - All Perils,Sedan,"20,000 to 29,000",12315,9,400,4,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1996,All Perils,No
12316,May,3,Thursday,Mazda,Urban,Monday,May,4,Male,Married,46,Third Party,Sedan - All Perils,Sedan,"20,000 to 29,000",12316,16,400,4,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,3 to 5,no change,1 vehicle,1996,All Perils,No
12317,Oct,5,Saturday,Toyota,Urban,Wednesday,Nov,1,Male,Married,55,Policy Holder,Sedan - All Perils,Sedan,"20,000 to 29,000",12317,1,400,2,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,3 to 5,no change,1 vehicle,1996,All Perils,No
12318,Dec,1,Monday,Pontiac,Urban,Monday,Dec,1,Female,Single,28,Policy Holder,Sedan - Liability,Sport,"more than 69,000",12318,16,400,1,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Liability,No
12319,Feb,1,Friday,Toyota,Rural,Monday,Feb,1,Male,Married,44,Third Party,Sedan - Liability,Sport,"20,000 to 29,000",12319,10,400,3,more than 30,more than 30,2 to 4,7 years,36 to 40,Yes,No,External,none,no change,1 vehicle,1996,Liability,No
12320,Feb,1,Friday,Pontiac,Urban,Monday,Feb,1,Male,Married,35,Policy Holder,Sedan - All Perils,Sedan,"20,000 to 29,000",12320,6,400,4,more than 30,more than 30,1,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,All Perils,No
12321,Feb,3,Monday,Mazda,Rural,Wednesday,Feb,4,Female,Married,37,Policy Holder,Sedan - Collision,Sedan,"20,000 to 29,000",12321,15,400,4,more than 30,more than 30,none,7 years,36 to 40,No,No,External,3 to 5,no change,1 vehicle,1996,Collision,No
12322,Feb,3,Monday,Pontiac,Urban,Thursday,Feb,4,Male,Married,65,Policy Holder,Sedan - Collision,Sedan,"20,000 to 29,000",12322,15,400,3,more than 30,more than 30,1,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,1996,Collision,No
12323,Mar,5,Friday,Chevrolet,Urban,Monday,Apr,1,Female,Married,36,Third Party,Sedan - Liability,Sport,"20,000 to 29,000",12323,8,400,4,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1996,Liability,No
12324,Apr,4,Wednesday,Mazda,Urban,Friday,May,1,Female,Single,38,Third Party,Sedan - All Perils,Sedan,"20,000 to 29,000",12324,15,400,3,more than 30,more than 30,1,5 years,36 to 40,No,No,External,none,no change,1 vehicle,1996,All Perils,No
12325,May,3,Thursday,Toyota,Urban,Tuesday,May,4,Male,Married,39,Third Party,Sedan - All Perils,Sedan,"20,000 to 29,000",12325,9,400,3,more than 30,more than 30,none,more than 7,36 to 40,No,No,External,none,no change,1 vehicle,1996,All Perils,No
12326,May,5,Wednesday,Honda,Urban,Thursday,Jun,1,Male,Single,33,Policy Holder,Sport - Collision,Sport,"more than 69,000",12326,15,400,4,more than 30,more than 30,none,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Collision,No
12327,Jun,1,Thursday,Mazda,Urban,Wednesday,Jun,5,Female,Married,29,Policy Holder,Sedan - Liability,Sport,"30,000 to 39,000",12327,4,400,4,more than 30,more than 30,1,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Liability,No
12328,Jun,1,Sunday,Mazda,Urban,Monday,Jun,1,Male,Married,55,Policy Holder,Sedan - Collision,Sedan,"30,000 to 39,000",12328,10,400,4,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,none,4 to 8 years,2 vehicles,1996,Collision,No
12329,Jun,4,Tuesday,Pontiac,Urban,Friday,Nov,1,Female,Married,46,Policy Holder,Sedan - Collision,Sedan,"20,000 to 29,000",12329,14,400,4,more than 30,more than 30,2 to 4,7 years,41 to 50,No,No,External,none,no change,1 vehicle,1996,Collision,No
12330,Jun,5,Wednesday,Pontiac,Urban,Monday,Jul,1,Male,Single,54,Policy Holder,Utility - All Perils,Utility,"more than 69,000",12330,8,400,1,more than 30,more than 30,more than 4,7 years,41 to 50,No,No,External,3 to 5,no change,1 vehicle,1996,All Perils,No
12331,Jun,5,Wednesday,Pontiac,Urban,Tuesday,Jul,1,Female,Single,34,Policy Holder,Sedan - Liability,Sport,"20,000 to 29,000",12331,10,400,4,more than 30,more than 30,1,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1996,Liability,No
12332,Jul,1,Sunday,Pontiac,Urban,Monday,Jul,2,Male,Single,34,Policy Holder,Sedan - Collision,Sedan,"30,000 to 39,000",12332,1,400,2,more than 30,more than 30,none,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1996,Collision,No
12333,Jul,1,Thursday,Mazda,Urban,Friday,Jul,2,Male,Single,24,Third Party,Sedan - Collision,Sedan,"20,000 to 29,000",12333,15,400,3,more than 30,more than 30,none,5 years,26 to 30,No,No,External,none,no change,1 vehicle,1996,Collision,No
12334,Jul,2,Wednesday,Chevrolet,Urban,Monday,Aug,2,Male,Married,48,Policy Holder,Sedan - Liability,Sport,"40,000 to 59,000",12334,2,400,1,more than 30,more than 30,more than 4,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1996,Liability,No
12335,May,3,Friday,Pontiac,Urban,Monday,May,5,Male,Married,27,Third Party,Sedan - Collision,Sedan,"less than 20,000",12335,16,400,4,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1996,Collision,No
12336,Jul,4,Tuesday,Accura,Rural,Wednesday,Jul,4,Male,Married,56,Third Party,Sedan - All Perils,Sedan,"more than 69,000",12336,10,400,3,more than 30,more than 30,none,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,1996,All Perils,No
12337,Aug,4,Thursday,Mazda,Urban,Thursday,Aug,5,Male,Single,38,Policy Holder,Sedan - Liability,Sport,"20,000 to 29,000",12337,5,400,3,more than 30,more than 30,1,3 years,36 to 40,No,No,External,none,no change,1 vehicle,1996,Liability,No
12338,Aug,5,Monday,Mazda,Urban,Monday,Aug,5,Male,Married,41,Policy Holder,Sedan - Liability,Sport,"40,000 to 59,000",12338,16,400,2,more than 30,more than 30,2 to 4,more than 7,36 to 40,No,No,External,3 to 5,no change,1 vehicle,1996,Liability,No
12339,Sep,1,Friday,Chevrolet,Urban,Monday,Oct,2,Male,Single,33,Policy Holder,Sedan - Collision,Sedan,"more than 69,000",12339,15,400,1,more than 30,more than 30,none,5 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1996,Collision,No
12340,Nov,1,Friday,Honda,Urban,Monday,Nov,1,Female,Married,39,Policy Holder,Sedan - Collision,Sedan,"20,000 to 29,000",12340,16,400,2,more than 30,more than 30,none,6 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1996,Collision,No
12341,Nov,1,Friday,Toyota,Urban,Friday,Nov,1,Male,Married,36,Third Party,Sedan - Collision,Sedan,"20,000 to 29,000",12341,5,400,3,more than 30,more than 30,1,7 years,36 to 40,No,No,External,3 to 5,no change,1 vehicle,1996,Collision,No
12342,Nov,3,Tuesday,Honda,Urban,Monday,Nov,3,Male,Single,30,Third Party,Sedan - Collision,Sedan,"20,000 to 29,000",12342,1,400,1,more than 30,more than 30,none,7 years,31 to 35,No,No,External,none,no change,3 to 4,1996,Collision,No
12343,Nov,3,Friday,Toyota,Urban,Monday,Nov,3,Female,Married,56,Policy Holder,Sedan - Liability,Sport,"30,000 to 39,000",12343,7,500,1,more than 30,more than 30,2 to 4,more than 7,51 to 65,Yes,No,External,none,no change,1 vehicle,1996,Liability,No
12344,Nov,3,Thursday,Mercury,Urban,Friday,Nov,3,Male,Married,52,Policy Holder,Sedan - Collision,Sedan,"20,000 to 29,000",12344,9,400,4,more than 30,more than 30,none,7 years,41 to 50,No,No,External,none,no change,1 vehicle,1996,Collision,No
12345,Nov,2,Sunday,Toyota,Urban,Friday,Nov,3,Male,Married,46,Policy Holder,Sedan - Liability,Sport,"20,000 to 29,000",12345,8,400,2,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1996,Liability,No
12346,Nov,2,Monday,Pontiac,Urban,Tuesday,Nov,3,Female,Married,52,Policy Holder,Sedan - Collision,Sedan,"40,000 to 59,000",12346,16,400,3,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1996,Collision,No
12347,Nov,2,Monday,Toyota,Urban,Monday,Nov,2,Male,Single,32,Policy Holder,Sedan - Liability,Sport,"20,000 to 29,000",12347,3,400,3,more than 30,more than 30,2 to 4,5 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1996,Liability,No
12348,Nov,2,Friday,Chevrolet,Urban,Tuesday,Nov,3,Male,Single,31,Policy Holder,Sedan - Collision,Sedan,"20,000 to 29,000",12348,4,400,3,more than 30,more than 30,none,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Collision,No
12349,Nov,2,Friday,Accura,Urban,Friday,Nov,4,Male,Married,44,Policy Holder,Sedan - All Perils,Sedan,"20,000 to 29,000",12349,16,400,1,more than 30,more than 30,none,7 years,36 to 40,No,No,External,3 to 5,4 to 8 years,2 vehicles,1996,All Perils,No
12350,Nov,1,Sunday,Toyota,Urban,Tuesday,Nov,2,Male,Married,43,Policy Holder,Sedan - All Perils,Sedan,"20,000 to 29,000",12350,13,400,3,more than 30,more than 30,none,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1996,All Perils,No
12351,Oct,5,Tuesday,Ford,Rural,Thursday,Nov,1,Male,Married,51,Third Party,Sedan - Collision,Sedan,"40,000 to 59,000",12351,3,400,1,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,1996,Collision,No
